HIP,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_x,f_y,f_z,f_disk
45863,-0.06,,,,-0.02,-0.09,0.01,-0.11,-0.03,0.02,0.02,0.17,-0.13,-0.27,-0.1,-0.13,,-17.363,14.426,39.743,thin 
78632,-0.53,,-0.42,0.06,-0.59,-0.23,-0.38,-0.33,-0.56,-0.25,-0.28,-0.38,-0.56,-0.8,-0.3,-0.5,,-76.429,-136.692,264.923,thin 
78639,0.07,,,,0.28,0.13,0.15,0.15,0.16,0.28,0.18,0.23,0.13,0.06,0.17,0.06,,-20.87,-37.348,-49.617,thin 
78640,-1.38,-0.96,-1.13,-0.85,-1.58,-1.04,,-1.1,-1.06,-1.44,-1.13,-1.5,-1.5,-1.8,-1.1,-1.45,-1.34,-42.489,-76.041,79.112,thick 
111407,0.11,,-0.17,0.43,0.12,0.12,0.09,0.07,0.12,,0.19,0.22,0.14,,0.34,0.16,,31.421,-12.348,-31.556,thin 
45878,0.14,,,,0.52,0.08,0.23,0.26,0.16,0.3,0.18,0.31,0.13,0.14,0.23,0.15,,-91.598,75.976,-110.296,N/A 
78647,-0.18,,,,,,,-0.11,,,-0.2,,-0.26,-0.25,-0.21,-0.24,0.05,-22.316,-39.957,-23.035,thin 
78646,-0.23,,-0.14,-0.06,-0.33,-0.12,-0.29,-0.09,-0.31,-0.09,-0.29,-0.2,-0.2,-0.48,-0.15,-0.21,,-122.513,-219.357,336.061,N/A 
78650,-0.11,-3.58,,,-0.07,0.01,0.29,0.01,-0.23,-0.13,-0.14,0.05,-0.02,-0.16,0.01,-0.08,-0.32,-28.638,-51.317,-28.492,thin 
111431,-0.01,-1.82,0.15,0.26,0.0,-0.13,,0.04,-0.07,,,-0.04,,-0.37,-0.09,-0.12,,59.839,-23.416,130.702,thin 
13128,-0.51,-0.83,-0.37,-0.28,-0.49,-0.38,-0.5,-0.44,-0.42,-0.37,-0.41,-0.48,-0.49,-0.79,-0.42,-0.56,-0.64,41.419,37.578,-1.474,thin 
45896,0.19,-3.09,0.02,0.06,0.24,0.28,0.42,0.24,0.22,0.24,0.24,0.26,0.32,0.17,0.27,0.27,0.29,-53.966,44.703,45.338,thin 
78665,-0.05,-0.38,-0.02,0.0,0.14,-0.1,-0.18,0.02,0.04,0.19,0.12,-0.1,-0.04,-0.28,-0.06,-0.07,,-23.474,-42.162,-30.154,thin 
13134,-0.1,,-0.27,-0.17,-0.38,-0.18,-0.32,-0.28,-0.08,,-0.15,-0.16,-0.13,-0.33,,-0.16,0.14,95.555,86.743,-59.113,thin 
13139,-0.02,,,,0.13,0.0,0.02,0.08,0.06,0.04,0.01,0.06,0.02,0.21,0.04,-0.05,,89.029,80.857,-120.645,thin 
78676,-0.13,,-0.23,-0.14,-0.04,0.02,-0.11,-0.11,-0.03,0.11,-0.04,0.04,0.03,-0.22,-0.01,-0.03,,-36.183,-65.07,124.351,thin 
78680,-0.01,-0.7,-0.05,-0.03,-0.17,,-0.13,-0.08,0.03,0.09,0.01,-0.09,-0.01,-0.13,,-0.09,,-18.595,-33.448,25.825,N/A 
78681,-0.22,,,,-0.09,0.13,-0.17,-0.07,-0.02,,-0.2,,-0.24,,,-0.14,,-110.164,-198.191,-80.632,thin 
13147,-0.31,,,,-0.21,-0.16,-0.12,-0.15,-0.16,-0.22,-0.13,-0.17,-0.3,-0.32,-0.21,-0.3,,34.045,30.949,-29.206,thin 
78685,0.11,-2.47,-0.24,-0.1,0.35,0.19,0.25,0.27,0.2,0.08,0.06,0.0,0.16,0.06,0.09,0.1,0.12,-56.849,-102.308,10.213,thin 
78697,-0.26,-1.28,-0.18,-0.15,-0.22,-0.17,-0.31,-0.21,-0.17,-0.12,-0.16,-0.28,-0.26,-0.43,-0.25,-0.26,,-19.262,-34.711,-48.922,N/A 
78703,-0.14,,,,-0.08,-0.1,-0.3,-0.13,-0.06,0.15,-0.06,-0.01,-0.06,-0.26,-0.08,-0.1,-0.16,-7.424,-13.394,50.556,thin 
111473,0.37,,0.41,0.12,,0.36,,0.37,0.39,,0.44,,,,,0.42,,37.706,-14.645,8.511,thin 
45940,-0.15,,-0.13,-0.19,-0.14,-0.02,-0.04,-0.12,-0.07,-0.06,-0.01,-0.07,-0.11,-0.26,-0.1,-0.13,-0.05,-8.112,6.681,-35.578,thin 
78709,-0.11,,-0.07,-0.01,-0.2,-0.02,-0.05,-0.05,-0.02,0.08,-0.02,-0.04,-0.06,-0.27,0.1,-0.13,-0.09,-9.437,-17.035,9.187,thin 
45947,-0.45,,0.01,0.14,-0.37,-0.21,-0.32,-0.13,-0.22,,-0.16,-0.33,,-0.8,-0.37,-0.42,,-86.985,71.567,25.073,thick 
78716,-0.24,,,,,,-0.23,-0.25,-0.25,,-0.21,,-0.24,-0.37,-0.5,-0.27,-0.24,-16.13,-29.146,-25.383,thin 
78723,-0.77,,-0.45,-0.33,-0.61,-0.37,-0.5,-0.49,-0.45,-0.39,-0.52,-0.52,-0.61,-0.96,-0.46,-0.59,,-58.033,-104.977,473.565,N/A 
45957,-0.36,,-0.25,,-0.3,-0.1,-0.12,-0.21,-0.22,,-0.11,-0.12,-0.3,,-0.25,-0.25,,-25.638,21.07,-20.856,thick 
13192,0.24,-0.44,0.21,0.1,0.21,0.21,0.24,0.2,0.23,0.28,0.23,0.18,0.2,0.15,0.24,0.26,0.23,17.759,16.237,72.987,thin 
45962,0.09,,,,0.36,0.15,0.18,0.22,0.16,0.24,0.15,0.16,0.1,0.08,0.19,0.1,,-81.993,67.35,-110.061,thin 
13197,0.02,-3.4,-0.05,0.06,0.04,0.21,0.17,0.16,-0.03,0.09,0.03,-0.03,0.05,0.01,0.16,0.05,-0.06,75.29,68.9,-46.64,thin 
78738,0.18,,0.1,,0.06,0.12,0.07,0.09,0.14,,0.21,0.21,0.2,,0.18,0.18,,-13.17,-23.866,-5.521,thin 
78739,0.16,,0.19,,0.07,0.1,0.07,0.09,0.12,,0.23,0.3,0.19,,0.21,0.19,,-13.199,-23.922,-5.534,thin 
78742,-0.39,,-0.25,,-0.26,-0.32,-0.48,-0.36,-0.34,,-0.34,,,,,-0.38,,-24.384,-44.214,0.592,thin 
111515,0.12,-2.73,-0.1,-0.02,0.28,0.16,0.16,0.26,0.16,0.1,0.13,0.06,0.15,0.19,0.19,0.14,0.18,76.923,-29.68,-36.694,thin 
111517,-0.31,-2.37,0.11,0.07,-0.33,-0.11,-0.22,-0.16,-0.23,-0.09,-0.22,-0.34,-0.36,-0.64,-0.18,-0.33,-0.4,67.278,-25.948,6.782,thick 
45982,0.36,-2.35,0.33,0.19,0.46,0.39,0.32,0.32,0.27,0.48,0.33,0.33,0.3,0.33,0.52,0.39,0.23,-32.333,26.505,50.905,N/A 
45983,0.35,-2.45,0.32,0.21,0.53,0.48,0.34,0.33,0.29,0.51,0.33,0.32,0.33,0.29,0.46,0.45,0.16,-32.327,26.492,50.89,N/A 
13225,0.07,-2.92,-0.37,-0.13,0.36,0.22,0.11,0.13,0.16,0.01,0.05,0.0,0.12,0.01,0.07,0.03,0.12,66.154,60.75,-64.882,thin 
78762,-0.08,,-0.3,-0.1,-0.15,-0.06,-0.14,0.01,-0.18,-0.16,-0.14,-0.18,-0.16,-0.34,0.61,-1.08,,-80.94,-147.254,291.566,thin 
111532,0.15,,0.27,0.5,-0.13,0.07,0.44,0.07,0.47,0.73,0.25,0.17,0.07,-0.28,0.48,0.11,1.23,15.218,-5.859,55.562,thin 
46007,0.29,,0.29,,0.3,0.19,0.22,0.29,0.22,,0.24,0.27,0.31,,0.28,0.37,,-34.539,28.221,-22.895,thin 
78775,-0.65,,-0.3,-0.2,-0.56,-0.28,-0.36,-0.44,-0.46,-0.36,-0.3,-0.48,-0.62,-0.88,-0.38,-0.6,-0.57,-5.35,-9.746,9.053,thin 
13244,0.17,-3.46,-0.15,-0.1,0.5,0.36,0.42,0.41,0.38,0.12,0.21,0.46,0.31,0.27,0.19,0.22,0.12,20.938,19.266,-106.685,thin 
111549,-0.98,-1.28,,-0.61,-1.32,-0.86,,-0.83,-0.76,,-0.86,,,-1.42,-0.98,-1.01,,22.163,-8.521,98.848,thick 
46026,-0.07,-2.9,-0.28,-0.14,0.05,0.03,0.06,0.03,-0.01,-0.01,-0.07,-0.22,-0.06,-0.16,-0.03,-0.1,0.03,-37.424,30.521,-26.586,thin 
13258,0.21,-3.88,,0.0,,0.04,,0.3,0.31,,0.32,,,0.2,,,,16.517,15.216,6.317,thin 
111565,-0.44,,-0.28,-0.14,-0.38,-0.14,-0.17,-0.24,-0.26,-0.2,-0.17,-0.29,-0.41,-0.68,-0.29,-0.39,-0.42,17.073,-6.543,-25.738,thick 
13267,-0.56,-1.51,-0.38,-0.1,-0.48,-0.24,-0.4,-0.39,-0.36,-0.34,-0.33,-0.49,-0.58,-0.89,-0.42,-0.56,-0.63,34.187,31.516,-45.03,thin 
13274,-0.16,,,,0.1,-0.12,-0.06,-0.02,-0.07,-0.06,-0.09,-0.07,-0.12,0.0,-0.09,-0.16,,44.198,40.81,-145.393,N/A 
78811,-0.51,,,-0.08,-0.47,-0.16,-0.23,-0.31,-0.2,-0.5,-0.07,-0.57,-0.55,,-0.55,-0.45,,-27.901,-51.037,135.643,thick 
46046,0.04,-0.87,0.04,0.03,0.05,-0.03,0.1,0.05,0.08,0.12,0.13,0.04,0.01,-0.15,0.09,0.05,,-8.151,6.635,-48.984,thin 
13288,0.0,-2.07,-0.28,-0.1,0.17,0.15,0.09,0.14,0.1,-0.02,0.09,-0.09,0.08,0.08,0.03,0.01,0.18,38.861,35.935,-20.322,thin 
13291,-0.1,-1.53,-0.07,-0.03,-0.24,-0.01,-0.14,-0.1,-0.03,,-0.11,-0.2,-0.23,-0.28,,-0.17,-0.27,28.098,25.99,22.354,thin 
46066,-0.05,-1.98,-0.05,-0.18,-0.18,,-0.13,-0.12,-0.01,0.05,0.01,-0.1,-0.06,-0.14,,-0.12,,-17.664,14.347,51.443,N/A 
78843,-0.02,,-0.13,-0.34,-0.09,-0.17,-0.06,0.05,0.07,,-0.09,-0.02,-0.09,-0.1,,-0.02,-0.29,-8.358,-15.341,-6.514,thin 
46076,0.0,-1.42,,-0.02,-0.19,-0.02,-0.13,-0.09,0.02,0.03,0.0,-0.12,-0.05,-0.04,-0.02,-0.12,0.13,-25.038,20.314,11.968,thin 
111616,0.0,,-0.02,0.03,-0.02,0.01,-0.08,-0.02,0.01,0.08,0.01,-0.06,-0.04,-0.21,-0.02,-0.06,0.08,36.015,-13.697,-36.528,thin 
78850,-0.05,,-0.18,-0.12,-0.21,-0.08,-0.13,-0.2,-0.06,,-0.09,-0.13,-0.08,-0.12,,-0.02,0.03,-80.393,-147.675,-20.898,N/A 
13315,-0.28,,,-0.32,-0.41,-0.18,-0.32,-0.3,-0.28,-0.19,-0.33,-0.25,-0.36,-0.45,-0.15,-0.35,-0.38,42.587,39.492,-83.177,thick 
13339,-0.02,,-0.27,-0.45,0.05,,,0.01,0.01,-0.07,-0.05,-0.08,-0.09,-0.29,-0.07,-0.15,,59.215,55.072,86.241,thin 
78876,-0.09,,-0.13,-0.02,-0.05,0.1,0.06,0.16,-0.07,0.01,0.0,-0.06,-0.06,-0.17,0.78,-0.75,-0.05,-42.929,-79.145,190.367,thin 
13341,0.07,,,-0.06,-0.05,0.04,0.02,0.03,0.04,0.18,0.02,0.03,0.02,-0.02,0.16,0.04,-0.01,45.449,42.275,-81.066,thick 
111648,-0.41,,,-0.02,-0.53,-0.16,-0.23,-0.23,-0.31,-0.2,-0.13,-0.29,-0.39,-0.62,-0.22,-0.39,-0.24,14.948,-5.659,-27.198,thin 
78883,-0.28,,-0.28,,-0.16,-0.22,-0.16,-0.31,-0.14,0.03,0.04,0.25,-0.2,-0.44,-0.22,-0.29,,-18.308,-33.785,-7.463,N/A 
13350,-0.14,,,-0.07,-0.33,-0.1,-0.21,-0.14,-0.15,-0.07,-0.18,-0.26,-0.16,-0.3,-0.11,-0.17,-0.21,30.0,27.921,-51.498,thin 
111660,-0.62,-4.38,-0.3,-0.14,-0.69,-0.41,-0.5,-0.57,-0.56,-0.39,-0.57,-0.58,-0.63,-0.98,-0.49,-0.62,,45.348,-17.132,185.728,thin 
46126,0.16,-1.1,0.08,-0.06,0.07,0.23,0.06,0.11,0.14,0.15,0.15,0.11,0.15,-0.02,0.08,0.15,,-19.582,15.803,-50.955,thin 
13365,-0.3,,,,-0.13,-0.16,-0.11,-0.2,-0.16,-0.12,-0.14,-0.09,-0.23,-0.16,-0.2,-0.29,,67.404,62.839,-109.32,N/A 
13366,-0.63,-1.9,-0.32,-0.18,-0.62,-0.33,-0.5,-0.39,-0.45,-0.34,-0.42,-0.69,-0.68,-0.93,-0.48,-0.64,-0.71,44.353,41.35,12.194,thick 
111674,-0.14,,-0.12,0.17,0.29,-0.07,-0.07,0.18,-0.06,0.13,-0.17,0.02,-0.27,-0.19,1.05,-0.43,0.03,30.509,-11.502,41.057,thin 
78913,-0.27,,-0.06,-0.08,-0.36,-0.25,-0.35,-0.18,-0.19,,-0.24,-0.21,-0.28,-0.44,,-0.28,-0.31,-8.632,-15.98,14.515,thin 
46146,-0.02,-3.04,-0.14,-0.03,0.19,0.11,0.24,0.26,0.05,0.0,0.04,0.12,0.12,-0.04,0.11,0.07,-0.11,-41.766,33.625,26.363,thin 
78917,-0.99,,,-0.64,-1.14,-0.66,-0.74,-0.72,-0.76,-0.89,-0.76,-0.95,-1.06,-1.23,-0.76,-1.02,-0.69,-39.957,-73.995,-21.455,thin 
46155,-0.55,,,-0.35,-0.64,-0.22,,-0.33,-0.29,-0.58,-0.32,-0.38,-0.66,-0.87,-0.32,-0.52,-0.67,-85.817,69.026,39.621,thick 
13388,-0.42,,-0.16,0.0,-0.29,-0.15,-0.09,-0.25,-0.24,-0.12,-0.02,-0.04,-0.35,-0.61,-0.2,-0.38,-0.23,15.503,14.498,-14.023,thin 
13402,0.14,-0.62,0.04,0.05,0.02,0.09,0.1,0.06,0.12,0.18,0.17,0.14,0.15,-0.01,0.13,0.04,0.16,7.372,6.907,-2.29,thin 
13411,-0.06,-2.0,-0.07,0.04,-0.06,-0.01,-0.03,-0.04,0.04,-0.03,0.04,-0.05,-0.04,-0.24,-0.06,-0.05,,33.501,31.429,-28.218,thin 
78947,-0.09,-3.56,-0.13,,-0.11,-0.07,-0.04,-0.12,-0.01,0.11,0.12,0.32,-0.04,-0.24,-0.05,-0.11,,-15.568,-28.972,-13.946,N/A 
78955,0.34,-1.55,0.26,0.18,0.39,0.38,0.36,0.32,0.36,0.47,0.35,0.3,0.32,0.29,0.45,0.38,0.33,-12.659,-23.573,-6.707,thin 
111723,-0.27,-0.9,-0.04,-0.1,-0.31,-0.27,-0.45,-0.19,-0.3,,-0.37,-0.42,,-0.59,-0.33,-0.33,,44.427,-16.639,12.7,thin 
13429,0.1,,,,0.32,0.06,0.17,0.21,0.15,0.24,0.12,0.24,0.14,0.45,0.13,0.1,,42.893,40.319,-128.907,N/A 
78969,0.4,,,,0.27,,,0.15,,,0.14,,,,,0.23,,-34.288,-63.983,-18.629,N/A 
111742,-0.13,,-0.16,,-0.17,-0.09,-0.2,-0.17,-0.09,0.01,0.06,0.25,-0.1,-0.34,-0.13,-0.2,,43.494,-16.234,-21.788,N/A 
111746,-0.33,,-0.21,-0.2,-0.34,-0.21,-0.27,-0.27,-0.26,-0.25,-0.23,-0.34,-0.31,-0.5,-0.26,-0.33,-0.29,30.49,-11.372,-16.899,thick 
111748,0.11,-0.78,0.15,0.15,-0.02,0.04,-0.06,0.06,0.04,,0.08,-0.05,0.12,-0.18,-0.05,0.06,0.17,33.46,-12.478,36.758,thin 
111753,0.12,-2.4,-0.34,0.0,0.22,0.06,0.15,0.1,0.17,0.24,0.16,0.04,0.14,-0.07,0.1,0.07,0.24,143.597,-53.482,154.215,thin 
13455,0.04,-0.58,0.07,0.12,0.02,0.03,0.0,0.02,0.11,0.24,0.13,0.05,0.06,-0.12,0.04,0.04,,32.797,30.927,-30.969,thin 
111761,0.44,-2.34,-0.09,0.23,0.5,0.34,0.4,0.25,0.4,0.47,0.5,0.57,0.48,0.26,0.39,0.45,0.75,104.133,-38.743,-15.412,thin 
78998,0.29,,0.28,0.3,0.41,0.34,0.31,0.36,0.3,,0.28,0.28,0.3,0.4,0.38,0.38,,-32.931,-61.657,-42.923,N/A 
13467,-0.09,,-0.16,-0.1,-0.34,-0.15,-0.29,-0.21,-0.03,,-0.1,-0.2,-0.11,-0.38,,-0.15,0.15,88.934,83.993,-19.042,thin 
111796,-0.52,-1.54,-0.3,-0.2,-0.49,-0.46,-0.72,-0.35,-0.42,,-0.51,-0.58,,-0.87,-0.58,-0.55,,69.341,-25.706,49.031,thin 
111801,-0.08,,,,0.09,-0.1,-0.02,0.02,0.01,0.01,0.0,0.07,-0.05,0.16,0.01,-0.09,,102.785,-38.05,-60.125,thin 
111806,0.38,,0.36,0.17,,0.34,,0.34,0.43,,0.41,,,,,0.46,,45.813,-16.947,-28.441,N/A 
13513,0.09,,0.19,0.27,0.04,0.04,0.06,0.02,0.04,,0.2,0.35,0.16,,0.16,0.09,0.31,17.043,16.18,-17.014,thin 
111833,-0.01,,0.01,0.5,0.26,0.05,0.21,-0.03,0.1,0.6,0.13,0.28,-0.03,0.02,0.56,0.04,1.08,67.677,-24.92,-94.642,thin 
13531,-0.16,,-0.31,-0.2,0.08,-0.13,-0.1,-0.06,-0.11,-0.36,-0.18,-0.36,-0.28,-0.3,-0.3,-0.21,,27.869,26.507,50.602,thin 
79067,0.11,,0.11,,0.16,0.11,0.12,0.08,0.14,0.14,0.19,0.23,0.12,0.0,0.16,0.11,,-12.019,-22.708,-41.811,N/A 
79073,0.11,,,-0.09,-0.07,0.13,0.03,0.06,0.11,0.23,0.09,0.01,0.02,-0.11,0.18,0.07,0.09,-51.596,-97.542,-61.095,thin 
111852,-0.14,,-0.32,-0.2,-0.16,-0.05,-0.14,-0.02,-0.12,0.07,-0.15,-0.01,-0.07,-0.31,-0.14,-0.09,,45.204,-16.584,318.076,thin 
46324,0.26,,-0.05,,0.22,,0.15,0.18,0.25,,0.2,,,,0.15,0.3,,-29.561,23.364,-9.738,thin 
13568,-0.33,,,,-0.11,-0.01,-0.07,-0.1,-0.18,-0.21,-0.04,-0.12,-0.32,-0.63,-0.12,-0.26,,49.375,47.181,-140.035,N/A 
111888,-0.42,-2.63,,,-0.21,-0.2,-0.13,-0.22,-0.09,-0.01,-0.18,-0.04,-0.12,-0.48,0.05,-0.17,-0.29,21.126,-7.705,1.618,thin 
79127,0.14,-0.67,0.18,-0.03,0.18,0.16,-0.02,0.13,0.17,0.14,0.2,0.11,0.16,0.05,0.09,0.16,,-23.783,-45.237,-29.816,N/A 
46360,0.18,,0.1,0.18,0.28,0.14,0.19,0.16,0.18,0.39,0.27,0.55,0.07,-0.03,0.23,0.19,,-32.541,25.618,-12.395,thin 
13596,-0.12,,,,0.16,0.19,-0.01,0.13,0.07,,-0.08,,-0.18,,,-0.02,,339.899,325.908,-35.545,N/A 
79134,-0.2,,-0.27,0.16,-0.33,-0.11,-0.29,-0.11,-0.26,-0.13,-0.24,-0.39,-0.33,-0.53,-0.28,-0.3,-0.17,-56.454,-107.479,145.614,thin 
13600,0.12,,0.06,-0.05,0.06,0.21,0.11,0.07,0.13,0.18,0.11,0.08,0.16,0.1,0.12,0.12,0.31,36.475,35.0,16.32,thin 
13601,0.08,,0.05,0.04,0.01,0.04,-0.02,0.05,0.06,,0.06,0.08,0.06,-0.04,,0.06,0.06,18.535,17.788,7.517,thin 
79138,-0.29,-0.7,-0.23,-0.12,-0.33,-0.14,-0.32,-0.28,-0.26,-0.14,-0.28,-0.34,-0.37,-0.53,-0.22,-0.34,-0.34,-21.484,-40.915,-28.99,thick 
79137,0.31,,,0.13,0.18,0.3,0.31,0.25,0.22,0.27,0.31,0.24,0.28,0.26,0.29,0.26,0.2,-13.799,-26.28,3.318,thick 
79143,0.1,,,,0.09,,,0.09,,,0.08,,,,,0.09,,-3.909,-7.448,-24.526,thin 
79149,0.27,,0.28,0.46,0.29,0.34,0.24,0.24,0.19,0.39,0.22,0.18,0.24,0.27,0.25,0.3,0.28,-32.99,-62.893,-50.656,thin 
79152,0.04,-0.65,0.05,0.12,-0.01,0.05,-0.06,0.06,0.12,0.24,0.04,0.0,0.04,-0.08,0.04,0.02,0.12,-12.857,-24.512,24.142,thin 
46388,0.09,,0.15,0.06,0.09,0.12,-0.1,0.14,0.1,,0.15,,0.09,,,0.09,,-22.254,17.461,-45.434,thin 
79157,-0.18,,0.14,0.05,-0.04,0.05,-0.03,0.03,-0.07,0.12,-0.06,0.06,-0.04,-0.19,0.11,0.05,,-56.204,-107.232,160.11,thin 
46390,-0.08,-3.13,-0.41,-0.38,0.36,0.0,0.22,0.26,0.07,-0.2,0.04,0.02,0.12,0.08,0.02,0.0,-0.16,-42.996,33.717,-8.321,thin 
111928,0.15,-1.78,0.1,0.07,0.04,0.12,-0.02,0.11,0.16,,0.12,0.02,0.08,-0.02,,0.14,0.21,79.477,-28.797,52.387,thin 
79164,0.09,-2.96,-0.18,0.0,0.16,0.17,0.15,0.14,0.09,0.11,0.08,0.0,0.05,-0.1,0.15,0.05,0.13,-36.299,-69.31,115.251,thin 
79165,-0.12,,-0.12,-0.18,-0.29,-0.17,-0.34,-0.17,-0.09,,-0.16,-0.06,-0.11,-0.36,,-0.23,-0.02,-15.315,-29.247,6.762,thin 
46404,-0.24,-2.05,-0.05,-0.04,-0.23,-0.06,-0.04,-0.08,-0.15,-0.02,-0.07,-0.25,-0.28,-0.5,-0.09,-0.28,-0.1,-26.432,20.692,-3.57,thin 
111944,-0.16,-2.54,-0.18,-0.22,0.06,-0.06,0.0,0.06,-0.24,-0.15,-0.15,-0.01,-0.2,0.07,-0.2,-0.15,-0.32,67.295,-24.322,69.77,thin 
13642,0.32,,0.49,0.18,0.4,0.29,0.51,0.26,0.23,0.42,0.31,0.41,0.24,0.17,0.38,0.29,0.1,14.384,13.848,10.118,thin 
79186,-0.08,-2.99,0.08,0.1,-0.22,,-0.02,-0.1,-0.02,0.0,0.0,-0.18,-0.13,-0.28,,-0.15,,-19.272,-36.898,35.078,thin 
13654,-0.21,,-0.06,-0.26,,,,-0.17,0.12,,,,,,,,,67.013,64.605,30.842,thin 
46422,-0.07,,-0.05,,-0.14,-0.1,-0.16,-0.09,-0.04,,0.01,-0.03,-0.01,,-0.13,-0.11,,-12.096,9.454,-34.647,thin 
79190,-0.38,-2.84,-0.18,-0.19,-0.36,-0.23,-0.22,-0.33,-0.24,-0.16,-0.12,-0.1,-0.34,-0.52,-0.27,-0.39,-0.36,-3.783,-7.245,-12.322,thin 
111960,0.1,,,,0.09,0.43,0.03,0.13,0.07,0.01,0.12,,0.08,-0.04,0.19,0.12,-0.27,10.834,-3.904,-6.562,thin 
79195,-0.08,-3.22,-0.34,-0.37,0.23,0.16,0.2,0.29,0.08,-0.27,-0.13,0.05,0.04,-0.16,-0.08,-0.02,-0.34,-52.073,-99.862,-6.823,thin 
111974,-0.14,,,,-0.14,-0.01,-0.03,-0.15,-0.02,0.06,-0.03,-0.07,-0.1,-0.26,0.0,-0.18,-0.1,30.758,-11.062,8.483,thin 
111977,-0.39,,,-0.23,,,,-0.27,-0.17,,,,,-0.63,,-0.4,,11.367,-4.086,27.811,thin 
111978,0.22,,0.25,0.16,0.28,0.24,0.25,0.22,0.19,0.3,0.23,0.33,0.22,0.23,0.31,0.26,0.28,21.275,-7.647,-14.122,thin 
79214,-0.14,,-0.14,-0.11,-0.25,-0.17,-0.28,-0.19,-0.08,,-0.07,-0.14,-0.14,-0.41,,-0.19,-0.03,-25.59,-49.163,-39.742,thin 
13679,0.35,,0.15,0.39,0.19,0.22,0.02,0.28,0.35,,0.3,0.24,0.34,0.19,,0.28,0.38,31.135,30.127,6.383,thin 
79216,-0.31,,,,-0.37,-0.22,-0.36,-0.28,-0.22,-0.12,-0.26,-0.2,-0.26,-0.53,-0.22,-0.24,,-18.261,-35.092,253.897,N/A 
79219,-0.2,,-0.01,-0.05,-0.06,-0.02,-0.02,-0.01,-0.13,-0.28,-0.06,-0.26,-0.26,-0.1,-0.16,-0.13,-0.28,-56.334,-108.293,61.509,thin 
46454,0.06,-1.28,0.05,-0.13,0.07,0.19,0.06,0.06,0.1,0.25,0.06,-0.04,0.05,-0.11,0.14,0.02,0.06,-26.764,20.825,5.406,thin 
13696,0.06,,,,0.05,0.27,0.02,0.19,0.03,,0.09,,-0.01,,,0.14,,251.682,243.858,-158.257,N/A 
79234,0.09,-0.1,,,0.0,0.06,-0.04,0.01,0.06,0.22,0.02,0.1,0.07,0.01,0.02,0.13,0.15,-18.649,-35.924,34.638,thin 
79236,-0.25,,-0.27,0.0,-0.27,-0.1,-0.3,-0.16,-0.15,-0.03,-0.19,-0.1,-0.17,-0.41,-0.2,-0.21,,-71.421,-137.591,175.909,N/A 
13701,0.06,-2.67,-0.24,-0.02,0.12,0.1,0.16,0.1,0.08,0.17,0.15,0.12,0.0,0.07,0.07,-0.01,0.26,28.127,27.264,-6.133,thin 
46471,-0.26,-3.41,-0.29,-0.16,-0.22,-0.01,-0.05,-0.12,-0.17,-0.32,-0.21,-0.28,-0.32,-0.36,-0.24,-0.28,-0.44,-47.645,37.002,61.606,thin 
79240,0.37,,0.31,0.26,0.46,0.33,0.29,0.37,0.24,,0.25,0.33,0.33,0.44,,0.41,,-35.185,-67.799,-84.58,thin 
79242,0.2,,0.26,0.31,0.16,0.35,0.25,0.22,0.22,0.27,0.3,0.35,0.23,0.16,0.3,0.23,,-1.579,-3.041,-33.918,thin 
79248,0.44,-2.08,0.47,0.24,0.55,0.48,0.51,0.39,0.35,0.62,0.46,0.56,0.45,0.4,0.68,0.46,0.28,-5.94,-11.46,12.385,thin 
13718,0.16,,0.27,0.05,0.32,0.18,0.21,0.25,0.2,0.22,0.22,0.3,0.22,0.18,0.24,0.22,0.3,30.044,29.173,-17.184,N/A 
79254,-0.37,,-0.33,-0.2,-0.34,-0.28,-0.36,-0.34,-0.26,-0.14,-0.31,-0.23,-0.27,-0.59,-0.28,-0.32,,-136.807,-264.29,328.287,thin 
79255,-0.34,,,,-0.48,-0.23,-0.38,-0.28,-0.29,-0.18,-0.31,-0.28,-0.36,-0.71,-0.33,-0.37,,-122.549,-236.77,354.345,thin 
112041,-0.42,-3.64,-0.44,-0.27,-0.28,-0.16,-0.21,-0.26,-0.3,-0.36,-0.29,-0.37,-0.46,-0.49,-0.3,-0.35,-0.34,67.852,-24.161,63.832,thin 
112049,0.18,,0.2,,0.38,0.17,0.3,0.14,0.15,0.44,0.35,0.69,0.18,0.12,0.38,0.21,,4.818,-1.712,-44.627,N/A 
112052,0.04,-0.87,-0.06,,-0.23,-0.06,0.0,-0.03,0.1,0.07,0.1,0.08,0.06,-0.13,-0.06,-0.03,,43.692,-15.524,-38.17,N/A 
112067,0.02,-0.12,-0.03,-0.08,0.1,0.12,0.15,0.19,0.0,-0.05,0.08,0.01,0.01,0.27,0.12,0.06,-0.01,77.807,-27.569,21.373,thin 
13769,0.04,-2.92,-0.02,-0.11,-0.03,0.15,0.07,0.0,0.16,0.16,0.02,-0.02,0.04,-0.04,0.22,-0.04,-0.1,16.104,15.718,-10.482,thin 
79308,-0.18,,-0.16,-0.19,-0.29,-0.15,-0.23,-0.15,-0.14,,-0.19,-0.14,-0.17,-0.33,,-0.17,-0.14,-12.181,-23.687,29.11,thin 
13772,-0.05,,,,0.02,0.14,0.01,0.0,0.03,-0.04,0.0,-0.1,0.0,-0.08,0.14,-0.04,-0.21,14.537,14.191,-9.46,thin 
