HIP,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_x,f_y,f_z,f_disk
110618,-1.47,-2.24,-1.27,-0.87,-1.61,-1.07,-1.53,-1.15,-1.16,-1.38,-1.21,-1.48,-1.42,-1.92,-1.4,-1.58,,7.926,-3.504,-27.081,thick 
77853,-0.23,-3.38,-0.22,-0.21,-0.07,0.0,0.03,0.12,0.03,,0.06,,,,0.09,0.02,,-25.524,-41.58,-14.665,thin 
110649,-0.02,-1.53,-0.01,,0.03,-0.09,-0.1,0.04,,,0.11,,,,,0.05,,9.93,-4.372,-17.228,thin 
12347,-0.06,,-0.06,,0.0,-0.03,0.0,-0.08,-0.01,0.02,0.1,0.18,-0.02,-0.15,0.02,-0.04,,37.747,31.388,-2.218,N/A 
77883,0.06,-2.62,0.04,-0.02,-0.03,0.1,0.02,0.01,0.04,0.11,0.06,-0.04,0.02,-0.05,0.1,0.02,-0.01,-31.357,-51.336,-9.077,N/A 
12350,0.18,-0.92,0.08,0.08,0.17,0.23,0.31,0.17,0.23,0.21,0.26,0.18,0.14,0.04,0.21,0.19,0.29,40.406,33.61,-8.256,thin 
12364,-0.44,,-0.2,-0.06,-0.51,-0.26,-0.36,-0.3,-0.32,-0.36,-0.21,-0.3,-0.49,-0.79,-0.29,-0.41,-0.43,47.996,39.975,-30.897,thick 
12381,-0.19,,0.04,0.06,-0.26,-0.02,-0.28,-0.12,-0.12,-0.14,-0.22,-0.2,-0.28,-0.48,-0.1,-0.26,-0.05,56.618,47.254,-18.783,thick 
45158,-0.19,-3.28,-0.33,-0.15,-0.15,0.04,-0.07,-0.12,-0.16,-0.23,-0.16,-0.29,-0.24,-0.32,-0.19,-0.24,-0.22,-71.516,64.405,-34.55,thin 
110695,-0.01,-1.72,-0.11,,-0.02,0.13,0.09,-0.01,0.03,0.11,0.14,0.32,0.02,-0.19,0.02,-0.01,,36.846,-16.083,-18.516,N/A 
77942,-0.29,,-0.29,-0.06,-0.27,-0.33,-0.41,-0.32,-0.18,-0.11,-0.27,-0.2,-0.24,-0.5,-0.28,-0.28,,-23.887,-39.371,179.022,thin 
110711,-0.28,,-0.42,-0.15,-0.23,-0.16,-0.3,-0.2,-0.16,-0.09,-0.24,-0.18,-0.19,-0.47,-0.21,-0.21,,84.694,-36.9,252.383,thin 
110712,0.03,,-0.06,-0.08,-0.01,0.04,-0.14,0.0,0.04,0.14,0.03,-0.07,-0.05,-0.11,0.1,0.0,-0.04,5.553,-2.419,-22.629,thin 
77946,-0.86,,,,-0.8,-0.46,-1.07,-0.56,-0.61,,-0.65,-0.85,-1.04,,,-0.9,,-74.601,-122.996,12.763,thick 
12411,-0.16,,-0.08,-0.09,-0.16,-0.08,-0.1,-0.14,-0.1,-0.06,-0.06,-0.14,-0.16,-0.28,-0.11,-0.17,-0.12,25.729,21.55,-22.553,thin 
110716,0.16,,0.13,0.06,0.1,0.15,0.1,0.14,0.15,,0.13,0.2,0.15,0.08,,0.18,0.1,22.752,-9.902,17.611,thin 
45183,-0.65,-0.93,,,-0.63,,,-0.55,,,-0.4,,,,,-0.73,,-6.535,5.863,-60.69,thin 
77952,-0.23,,0.03,0.21,0.03,-0.19,-0.05,-0.14,-0.03,0.27,-0.07,0.45,-0.22,-0.34,0.46,-0.27,0.17,-2.918,-4.815,-11.257,thin 
110724,-0.07,,,,-0.14,-0.02,-0.15,-0.04,-0.11,0.05,-0.13,-0.04,-0.09,-0.31,-0.09,-0.1,,21.517,-9.355,143.301,thin 
110725,-0.26,,-0.11,0.09,-0.14,0.08,-0.09,0.04,-0.11,0.05,-0.11,-0.04,-0.06,-0.29,-0.02,-0.04,,31.545,-13.714,98.613,thin 
77966,-0.1,,,,,-0.03,-0.06,0.09,-0.17,,-0.26,-0.42,-0.23,,,-0.1,0.14,-93.695,-154.953,29.404,thin 
12436,0.21,,0.24,0.18,0.47,0.24,0.34,0.28,0.25,0.67,0.37,0.74,0.2,0.07,0.42,0.34,,14.618,12.272,-34.941,N/A 
12444,0.08,-0.12,0.04,0.05,-0.01,0.05,-0.04,0.06,0.14,0.72,0.1,0.02,0.09,0.0,0.12,0.02,0.32,16.545,13.908,-3.599,thin 
12450,-0.02,,-0.24,-0.17,-0.24,-0.08,-0.15,-0.2,-0.03,,-0.07,-0.09,-0.06,-0.12,,-0.03,0.14,60.986,51.307,54.948,thin 
77998,-0.04,,-0.27,-0.05,-0.01,0.03,0.02,-0.01,-0.02,-0.03,-0.02,-0.02,-0.06,-0.22,0.66,-1.04,,-18.984,-31.496,115.874,thin 
110785,0.02,-1.61,,0.16,0.1,0.21,0.13,0.11,0.17,0.52,0.15,0.1,0.11,-0.02,0.34,0.03,0.24,36.721,-15.848,3.073,thin 
12483,-0.64,-1.76,-0.42,-0.21,-0.55,-0.28,-0.5,-0.39,-0.38,-0.18,-0.37,-0.44,-0.65,-0.98,-0.44,-0.63,-0.77,39.021,32.931,-29.64,thick 
110788,-0.37,-1.0,-0.09,-0.14,-0.39,-0.35,-0.48,-0.3,-0.38,,-0.44,-0.54,,-0.68,-0.44,-0.42,,37.367,-16.108,30.407,thin 
12485,-0.94,,-1.15,-0.39,-1.06,-0.63,-0.73,-0.64,-0.67,,-0.71,-1.07,,,,-1.02,,39.333,33.2,-135.735,thin 
12486,-0.35,-3.4,-0.53,-0.42,-0.15,-0.18,-0.16,-0.2,-0.2,-0.32,-0.26,-0.28,-0.32,-0.36,-0.28,-0.36,-0.49,25.394,21.434,-27.741,thin 
78026,0.32,,0.21,0.2,0.33,0.23,0.22,0.34,0.18,,0.29,0.3,0.3,,0.27,0.36,,-24.578,-40.874,-78.394,thin 
78028,-0.02,-1.58,-0.01,-0.01,-0.1,,-0.06,-0.03,0.02,0.06,0.03,-0.06,-0.06,-0.12,,-0.04,,-24.298,-40.417,35.18,N/A 
12493,0.03,-4.28,,,,-0.01,,0.25,,,-0.05,,,,,,,18.29,15.445,0.501,thin 
12494,0.28,,0.33,0.07,0.32,0.17,0.23,0.32,0.19,,0.33,0.28,0.24,,0.27,0.32,,35.408,29.902,-74.564,thin 
110812,-0.06,,0.07,-0.09,-0.07,0.03,-0.02,-0.08,0.03,0.0,0.05,0.16,0.0,-0.14,-0.07,-0.11,0.14,14.961,-6.425,-31.311,thin 
110813,-0.09,,-0.2,-0.08,-0.17,-0.03,-0.04,-0.05,-0.04,-0.19,-0.04,-0.12,-0.14,-0.16,-0.16,-0.11,0.17,96.042,-41.238,-32.482,thin 
45283,-0.58,-2.06,-0.35,-0.14,-0.53,-0.25,-0.42,-0.4,-0.4,-0.36,-0.36,-0.52,-0.62,-0.91,-0.41,-0.6,-0.64,-29.981,26.584,-36.474,thin 
12530,0.01,,-0.1,-0.09,-0.01,-0.27,0.11,0.22,0.18,1.15,0.15,0.44,0.19,0.07,0.35,0.14,0.74,17.218,14.606,-0.274,thin 
45301,-0.1,,-0.15,,0.1,-0.09,0.08,-0.09,0.02,0.39,0.23,0.51,-0.04,-0.26,0.01,-0.05,,-25.587,22.639,-17.8,N/A 
78072,-0.12,-1.13,-0.08,-0.06,-0.12,-0.04,-0.17,-0.12,-0.09,0.22,-0.16,-0.2,-0.2,-0.3,-0.03,-0.18,0.0,-5.52,-9.228,3.015,thin 
110843,0.3,-2.77,0.37,0.21,0.35,0.33,0.32,0.3,0.25,0.42,0.3,0.27,0.3,0.28,0.44,0.36,0.3,22.057,-9.429,-27.953,thin 
110852,0.2,-0.52,0.18,0.14,0.21,0.18,0.04,0.2,0.24,0.25,0.22,0.13,0.2,0.13,0.14,0.21,0.31,10.575,-4.515,-52.819,thin 
110853,0.16,,-0.02,0.08,-0.08,-0.06,-0.12,-0.06,0.05,,0.09,-0.06,-0.02,-0.13,,0.03,0.24,68.725,-29.342,-45.89,thin 
45320,0.08,,0.12,0.17,-0.01,0.03,0.03,0.07,0.05,,0.09,0.03,0.03,,0.05,0.09,,-24.116,21.303,-65.087,thin 
45325,0.22,-0.93,0.12,0.05,,,,-0.04,,,0.15,-0.05,,,0.11,0.33,,-32.973,29.11,29.463,thin 
45328,0.01,,,,0.39,0.07,0.12,0.21,-0.02,0.19,0.02,0.09,0.0,0.02,-0.02,0.02,,-80.373,70.921,-156.368,thin 
45333,0.04,-1.17,0.22,0.03,0.04,0.11,0.06,0.05,0.07,0.17,0.02,-0.09,0.05,-0.02,0.13,0.05,0.13,-7.229,6.376,17.696,thin 
45343,0.01,,-0.14,-0.19,-0.15,-0.13,-0.29,-0.08,-0.04,,,-0.11,0.01,-0.25,,0.06,,-2.882,2.542,5.042,thin 
110882,-0.16,-3.13,-0.22,-0.17,-0.19,0.04,0.06,-0.08,-0.1,-0.12,-0.13,-0.18,-0.1,-0.3,-0.11,-0.16,-0.22,43.617,-18.546,3.893,thick 
12579,-0.8,-1.39,-0.26,-0.12,-0.75,-0.54,-0.82,-0.52,-0.62,,-0.7,-0.65,,-1.35,-0.6,-0.84,,43.536,37.105,62.099,thick 
78132,0.03,-3.12,0.11,0.19,0.39,0.45,0.57,0.37,0.31,0.32,0.36,0.45,0.35,0.14,0.37,0.34,0.32,-36.917,-62.202,18.591,thin 
12608,0.07,-2.49,-0.3,-0.14,0.26,0.16,0.16,0.15,0.17,0.1,0.08,0.08,0.09,0.11,0.1,0.03,0.1,74.5,63.691,-77.639,thin 
12611,0.36,,,0.02,0.34,0.3,0.38,0.36,0.34,0.43,0.34,0.45,0.32,0.2,0.41,0.38,0.39,22.094,18.894,-30.661,thin 
110919,0.26,-2.97,-0.05,0.07,0.38,0.44,0.44,0.41,0.29,0.24,0.28,0.28,0.33,0.29,0.32,0.3,0.23,49.042,-20.735,109.583,thin 
110920,0.24,,0.42,,,0.31,,0.16,0.21,,0.28,,,,,0.22,,58.386,-24.685,-5.362,N/A 
78159,-0.14,-3.6,-0.32,-0.12,0.02,0.03,0.09,0.17,-0.04,-0.1,-0.12,-0.14,-0.07,-0.23,-0.04,-0.08,-0.16,-31.727,-53.642,31.588,thin 
78161,0.16,,0.11,-0.08,-0.03,0.11,0.04,0.12,0.19,,0.14,0.19,0.18,0.05,,0.15,0.28,-28.048,-47.435,34.984,thin 
110936,-0.4,,,,-0.21,-0.08,-0.11,-0.15,-0.21,-0.24,-0.1,-0.19,-0.38,-0.03,-0.36,,,63.626,-26.794,-56.168,thin 
78169,0.18,-1.21,0.14,0.06,0.08,0.19,0.06,0.13,0.18,0.11,0.13,0.08,0.13,0.09,0.14,0.09,,-8.95,-15.146,-30.72,thin 
78170,-0.31,,-0.32,0.05,-0.18,-0.3,-0.08,-0.31,-0.2,0.31,0.06,0.27,-0.2,-0.54,-0.16,-0.35,,-5.515,-9.332,-9.976,thin 
12638,-0.02,,-0.02,-0.15,-0.26,-0.08,-0.19,-0.06,0.0,,-0.08,-0.04,-0.02,-0.2,,-0.08,0.09,41.242,35.335,43.384,thin 
45406,0.22,,0.16,0.02,0.2,0.22,0.16,0.21,0.2,0.35,0.22,0.25,0.22,0.22,0.31,0.26,0.17,-33.469,29.311,19.23,thin 
45412,-0.7,-3.28,-0.62,-0.38,-0.7,-0.43,-0.31,-0.5,-0.57,-0.58,-0.58,-0.76,-0.68,-0.92,-0.6,-0.77,-0.76,-70.171,61.41,64.408,thin 
110949,-0.59,,-0.35,-0.05,-0.38,-0.27,-0.37,-0.34,-0.23,-0.18,-0.48,-0.3,-0.37,-0.67,-0.32,-0.39,,101.207,-42.563,448.198,N/A 
110954,-0.2,,-0.18,,-0.24,-0.16,-0.06,-0.2,-0.15,-0.03,0.04,0.21,-0.15,-0.37,-0.17,-0.22,,29.928,-12.581,-38.126,N/A 
12653,0.2,-0.74,0.2,0.1,0.15,0.18,0.09,0.17,0.24,0.28,0.2,0.23,0.19,0.11,0.2,0.17,0.34,8.323,7.143,-13.448,thin 
45448,-0.08,,0.18,0.61,0.05,-0.07,-0.13,-0.15,0.03,0.91,0.34,0.08,-0.08,0.23,0.37,-0.07,1.07,-29.038,25.298,-29.459,thin 
78217,-0.26,-1.39,-0.38,-0.34,-0.24,-0.21,-0.32,-0.25,-0.27,-0.18,-0.21,-0.33,-0.33,-0.38,-0.22,-0.25,-0.38,-4.895,-8.339,27.915,thin 
12685,-0.09,,-0.07,-0.13,-0.32,-0.13,-0.25,-0.12,-0.04,,-0.1,-0.02,-0.07,-0.31,,-0.16,0.02,19.389,16.704,41.272,thin 
110996,0.09,,0.09,,0.18,0.14,0.23,0.13,0.11,0.72,0.22,0.67,0.16,0.05,0.34,0.18,,12.551,-5.247,-7.86,thin 
110997,-0.11,,,,0.17,-0.14,0.04,-0.09,-0.06,-0.02,0.0,0.0,-0.04,-0.17,-0.06,-0.09,-0.22,71.751,-29.989,-73.786,thin 
78241,-0.36,,-0.36,-0.28,-0.41,-0.21,-0.29,-0.3,-0.26,-0.19,-0.26,-0.32,-0.37,-0.7,-0.23,-0.43,-0.4,-11.915,-20.336,12.395,thick 
78242,0.02,,0.09,,0.12,0.05,0.08,0.02,0.04,0.13,0.16,0.3,0.05,-0.08,0.11,0.02,,-25.206,-43.024,-29.31,N/A 
12715,-0.06,-3.0,-0.25,-0.14,0.08,0.04,0.09,0.04,0.02,-0.01,0.0,-0.01,-0.02,-0.04,-0.06,-0.08,-0.05,43.569,37.678,-151.317,N/A 
12720,-0.08,-2.8,-0.25,-0.11,0.02,0.03,0.1,0.06,0.0,-0.05,-0.06,-0.12,-0.02,-0.18,-0.04,-0.09,0.01,98.254,85.022,-5.744,N/A 
12723,-0.04,,,,-0.03,-0.04,0.11,-0.16,0.03,,0.26,0.3,-0.02,,-0.01,-0.08,,14.81,12.825,-20.612,thin 
111029,0.11,,,,0.05,0.23,0.12,0.09,0.17,0.14,0.13,0.02,0.14,0.03,0.17,0.09,0.03,24.959,-10.392,35.094,N/A 
12726,-0.09,,0.03,,-0.19,-0.06,-0.12,-0.08,-0.06,,-0.03,0.02,-0.08,,-0.19,-0.12,,18.544,16.062,-47.982,thin 
78267,-0.9,,,-0.27,-0.92,-0.54,-0.74,-0.66,-0.65,-0.73,-0.58,-0.88,-0.92,-1.23,-0.77,-0.91,-0.69,-15.833,-27.113,-25.423,thin 
12740,-0.08,,-0.23,-0.11,-0.37,-0.12,-0.15,-0.27,-0.07,,-0.07,-0.14,-0.13,-0.21,,-0.09,0.01,100.749,87.428,28.426,thin 
45514,-0.23,,,-0.04,-0.31,-0.03,-0.12,-0.13,-0.17,-0.07,-0.11,-0.16,-0.28,-0.43,-0.07,-0.24,-0.28,-59.17,51.199,-45.414,thick 
12754,0.41,,,,0.41,0.4,0.48,0.36,0.21,,0.3,,0.2,,,0.3,,61.718,53.616,-11.362,thin 
78290,-0.15,,0.08,0.1,-0.15,0.01,-0.12,0.03,-0.1,0.06,-0.11,-0.02,-0.05,-0.24,0.02,-0.02,,-73.868,-126.823,178.927,thin 
45527,0.08,-3.2,-0.1,0.02,0.26,0.12,0.27,0.2,0.06,0.1,0.05,0.12,0.18,0.09,0.13,0.14,0.05,-150.285,129.842,-22.113,thin 
12764,0.12,,0.2,0.15,0.05,0.16,-0.02,0.09,0.18,0.31,0.16,0.08,0.1,-0.04,0.27,0.1,0.2,31.484,27.373,-4.392,thin 
45533,0.12,,-0.07,,0.41,0.06,0.38,0.08,0.2,0.75,0.44,0.68,0.14,-0.03,0.31,0.15,,-22.794,19.675,-35.009,N/A 
12766,0.1,,0.13,0.1,0.18,0.15,0.1,0.11,0.13,0.13,0.16,0.14,0.12,0.05,0.14,0.14,,15.904,13.834,-52.563,thin 
12772,-0.74,-1.87,,-0.34,-0.86,-0.58,,-0.68,-0.63,,-0.57,,-0.84,,,-0.78,-0.9,34.396,29.944,-79.166,thick 
45542,0.13,,,,0.38,0.17,0.23,0.23,0.21,0.32,0.16,0.24,0.14,0.53,0.21,0.14,,-95.334,82.193,-106.058,N/A 
12777,0.06,-0.44,0.04,0.07,0.0,0.04,-0.06,0.03,0.1,0.33,0.06,0.01,0.07,-0.12,0.02,0.01,0.11,5.485,4.777,8.435,thin 
12780,0.02,,-0.04,,-0.12,,-0.04,-0.01,-0.01,,0.04,-0.02,0.02,,-0.08,0.02,,30.33,26.422,-19.182,thin 
12784,0.17,-2.96,-0.14,-0.07,0.35,0.28,0.4,0.33,0.24,0.16,0.24,0.31,0.3,0.22,0.2,0.23,0.2,82.047,71.523,34.871,thin 
45554,-0.79,-1.19,-0.72,-0.5,-0.91,-0.63,,-0.72,-0.61,,-0.61,,-0.8,-1.19,,-0.9,-0.74,-130.364,112.263,9.091,N/A 
78323,0.01,,,,0.28,0.01,0.06,0.14,0.08,0.08,0.07,0.04,0.03,0.17,0.05,0.0,,-43.564,-75.08,-77.46,thin 
78325,-0.23,,-0.13,0.0,-0.14,-0.01,-0.16,-0.02,-0.1,-0.01,-0.14,-0.06,-0.12,-0.33,-0.06,-0.05,,-78.452,-135.274,333.729,thin 
45559,-0.3,-3.44,-0.43,-0.18,-0.18,-0.15,-0.04,-0.1,-0.16,-0.22,-0.2,-0.21,-0.26,-0.39,-0.21,-0.27,-0.31,-85.128,73.267,-29.202,thin 
78327,-0.68,,,,-0.63,-0.25,-0.47,-0.41,-0.41,-0.34,-0.36,-0.5,-0.58,-0.95,-0.41,-0.6,,-110.818,-191.208,294.912,thick 
78330,-0.4,,-0.17,-0.16,-0.32,-0.15,-0.22,-0.24,-0.21,-0.22,-0.14,-0.36,-0.39,-0.69,-0.26,-0.36,-0.48,-15.734,-27.153,-17.851,thin 
111102,-0.21,,-0.33,-0.19,-0.38,-0.22,-0.32,-0.32,-0.18,,-0.21,-0.29,-0.25,-0.41,,-0.22,-0.12,112.477,-46.323,-10.25,thin 
78336,-0.01,-2.04,0.09,,-0.06,-0.03,0.0,0.01,0.08,0.07,0.1,0.25,0.02,-0.03,-0.02,-0.05,,-17.439,-30.115,-3.091,N/A 
111136,0.2,,0.09,0.04,-0.03,0.09,0.0,0.09,0.11,,0.17,0.12,0.07,-0.08,,0.13,0.15,45.106,-18.492,41.964,thin 
111143,0.18,-0.79,0.2,0.12,0.19,0.2,0.16,0.16,0.18,0.22,0.18,0.15,0.12,0.06,0.21,0.17,,24.616,-10.07,-31.067,thin 
12843,0.15,-1.34,0.2,0.31,0.29,0.05,0.23,0.14,0.26,0.64,0.17,0.48,0.2,-0.08,0.33,0.07,0.1,10.161,8.919,-4.543,thin 
78379,-0.04,,-0.22,0.0,-0.1,0.03,-0.19,-0.06,-0.07,0.1,-0.11,0.0,-0.04,-0.25,-0.1,-0.11,,-19.235,-33.329,332.793,N/A 
111148,0.03,,0.07,0.03,0.04,0.04,0.01,0.03,0.03,0.07,0.08,0.0,0.02,-0.08,0.04,0.03,-0.02,26.717,-10.917,29.008,thin 
45617,-0.01,-3.78,,-0.09,0.03,-0.05,0.04,-0.01,-0.06,0.02,0.05,0.06,-0.11,-0.25,-0.07,-0.04,,-11.523,9.851,8.252,thin 
45621,0.09,,0.0,0.04,-0.07,-0.05,-0.08,0.06,0.12,,0.03,0.05,0.04,-0.08,,0.0,0.09,-24.365,20.824,-1.897,thin 
78392,0.02,,-0.14,0.01,0.27,0.19,0.13,0.16,0.12,0.28,0.11,0.23,0.18,0.01,0.15,0.16,,-41.516,-72.096,288.91,N/A 
78399,0.09,,0.02,-0.04,-0.02,0.19,0.08,0.03,0.07,0.17,0.06,-0.01,0.09,0.02,0.08,0.06,0.28,-22.214,-38.598,0.106,N/A 
78400,0.04,-2.28,0.03,0.35,0.22,0.44,0.2,0.12,0.13,0.48,0.2,0.16,0.0,-0.17,0.24,0.04,0.2,-13.958,-24.257,-8.308,thick 
111170,-0.05,,0.08,0.05,-0.15,-0.1,-0.05,-0.06,-0.02,,0.04,-0.01,-0.04,,-0.13,-0.08,,23.471,-9.566,-2.913,thin 
12871,-0.25,,,,-0.05,-0.03,-0.08,-0.12,-0.13,-0.1,-0.05,-0.04,-0.21,-0.17,-0.08,-0.21,,18.655,16.426,-50.302,thin 
78408,0.37,,0.36,0.31,0.31,0.35,0.36,0.37,0.26,,0.34,0.35,0.35,0.43,0.48,0.37,,-22.863,-39.753,-46.59,thin 
78410,-0.18,,,,-0.12,-0.06,-0.13,-0.04,-0.12,0.01,-0.14,-0.06,-0.1,-0.33,-0.05,-0.09,,-68.766,-119.604,189.658,thin 
12879,-0.16,,,,-0.03,-0.06,-0.01,-0.04,-0.06,0.0,-0.03,0.06,-0.12,0.02,0.0,-0.13,,57.244,50.445,-70.75,N/A 
78419,0.23,,0.13,0.36,0.09,0.21,0.16,0.26,0.21,,0.25,0.11,0.21,,0.22,0.18,,-38.119,-66.407,-79.093,thin 
78424,-0.1,,-0.28,-0.11,-0.06,-0.05,-0.06,0.02,-0.08,-0.1,-0.1,-0.1,-0.1,-0.32,0.64,-1.08,,-18.903,-32.943,230.117,thin 
12889,-0.09,,,-0.16,-0.21,-0.03,-0.16,-0.12,-0.09,0.03,-0.16,,-0.18,-0.22,-0.02,-0.15,-0.21,30.15,26.6,-31.593,thin 
78425,-0.07,,0.13,0.11,-0.04,0.11,-0.01,-0.01,-0.05,0.04,-0.05,-0.09,-0.1,-0.28,0.02,-0.1,-0.16,-13.6,-23.703,-49.923,thin 
12894,0.44,,0.39,0.29,0.49,0.33,0.4,0.39,0.39,,0.34,0.3,0.36,0.44,,0.52,0.43,36.249,31.999,-40.167,thin 
78442,-0.19,-2.8,-0.32,-0.26,-0.16,-0.02,0.04,-0.11,-0.11,-0.21,-0.13,-0.15,-0.16,-0.25,-0.18,-0.18,-0.24,-36.629,-63.992,5.709,thin 
45685,0.06,,,,0.14,0.1,0.03,0.08,0.15,0.5,0.14,-0.02,0.1,-0.05,0.2,0.06,0.1,-56.99,48.326,-33.986,N/A 
78459,-0.18,-1.95,0.02,-0.01,-0.25,-0.01,-0.08,-0.15,-0.11,0.0,-0.05,-0.17,-0.24,-0.45,-0.1,-0.2,-0.18,-7.254,-12.697,9.607,thin 
111228,-1.39,,-1.49,-1.0,-1.58,-1.1,-1.37,-1.16,-1.08,,-1.23,-1.38,-1.4,-1.8,-1.43,-1.52,,178.455,-71.981,-116.416,N/A 
12926,-0.07,,-0.08,-0.11,-0.14,-0.07,-0.14,-0.08,-0.06,,-0.07,-0.04,-0.08,-0.23,,-0.1,-0.03,17.019,15.091,10.922,thin 
45699,-0.28,,0.05,0.08,-0.3,-0.1,-0.37,-0.16,-0.18,,-0.23,-0.36,,-0.61,-0.27,-0.3,,-30.747,26.033,12.862,thin 
45711,0.08,,,,0.23,0.29,0.42,0.2,0.13,0.1,0.08,0.2,0.13,0.05,0.11,0.1,-0.03,-131.393,111.107,-182.213,N/A 
78479,0.2,,,0.07,,0.16,,0.22,0.14,,0.22,,,,,0.2,,-19.424,-34.059,-59.678,N/A 
78481,-0.1,-2.97,-0.18,-0.07,-0.06,-0.02,0.0,0.04,-0.08,-0.09,-0.12,-0.23,-0.12,-0.2,-0.03,-0.11,-0.16,-40.898,-71.729,26.539,thin 
12947,-0.04,,-0.24,-0.19,-0.27,-0.1,-0.17,-0.23,-0.05,,-0.1,-0.11,-0.08,-0.15,,-0.04,0.13,99.307,88.27,-18.739,thin 
45733,-0.45,,,-0.15,-0.48,-0.24,-0.4,-0.36,-0.4,,-0.35,-0.52,-0.52,-0.71,,-0.5,-0.6,-22.284,18.799,-54.23,thin 
45737,0.04,,0.16,0.16,0.02,0.1,0.08,0.06,0.08,,0.11,0.11,0.02,-0.11,,0.06,-0.04,-21.853,18.423,0.448,thin 
111274,-0.13,,0.05,0.1,-0.04,0.11,0.08,0.0,0.03,0.04,0.1,-0.07,-0.11,-0.31,-0.02,-0.09,-0.13,34.306,-13.762,-4.19,thin 
45749,-0.24,,-0.15,-0.31,-0.26,-0.17,-0.21,-0.19,-0.17,-0.17,-0.16,-0.08,-0.21,-0.37,-0.22,-0.25,-0.11,-13.418,11.286,-29.739,thin 
111286,0.28,,0.26,0.27,0.36,0.34,0.2,0.31,0.26,,0.2,,0.22,0.32,,0.32,,33.174,-13.29,-78.187,N/A 
45751,-0.05,-2.24,-0.24,-0.07,0.16,0.04,0.07,0.06,0.02,0.03,-0.05,-0.18,-0.02,-0.14,0.0,-0.08,0.01,-81.598,68.607,-22.611,thin 
78521,0.3,,0.35,0.21,0.25,0.32,0.34,0.31,0.33,0.65,0.32,0.36,0.3,0.43,0.4,0.31,,-24.13,-42.58,-47.985,thin 
78524,-0.04,,0.15,0.17,0.19,0.13,0.05,0.11,0.12,0.35,0.09,0.22,0.16,0.06,0.15,0.18,,-18.575,-32.785,64.306,thin 
78527,0.2,-1.46,,,0.37,0.58,0.24,0.37,0.26,1.19,0.44,0.34,0.39,0.13,0.57,0.28,0.93,-5.496,-9.702,18.243,thin 
111302,-0.45,,-0.31,-0.09,-0.56,-0.41,-0.5,-0.33,-0.4,-0.3,-0.51,-0.43,-0.46,-0.8,-0.39,-0.47,,108.319,-43.294,408.782,N/A 
45771,-0.24,-0.83,,,-0.28,-0.18,-0.35,-0.26,-0.19,-0.06,-0.17,-0.22,-0.19,-0.37,-0.21,-0.19,-0.28,-7.029,5.899,70.776,N/A 
78542,-0.72,,-0.44,-0.1,-0.64,-0.45,-0.62,-0.55,-0.45,-0.36,-0.68,-0.5,-0.59,-0.93,-0.48,-0.59,,-75.169,-132.986,202.102,thin 
111312,-0.22,,,-0.26,-0.33,-0.11,-0.21,-0.19,-0.17,-0.15,-0.22,-0.28,-0.27,-0.39,-0.18,-0.24,-0.29,63.173,-25.196,-21.446,thin 
78551,-0.04,,,-0.05,-0.24,-0.04,-0.15,-0.05,-0.07,0.03,-0.1,-0.21,-0.08,-0.19,-0.01,-0.06,-0.09,-19.326,-34.247,-13.888,thin 
78556,-0.23,,,-0.02,-0.31,0.0,-0.13,-0.13,-0.12,0.07,-0.1,-0.16,-0.28,-0.49,0.0,-0.23,-0.34,-49.353,-87.55,-99.392,N/A 
45807,0.38,,0.46,0.44,0.52,0.27,0.44,0.48,0.37,,0.41,,0.22,,,0.52,,-86.505,72.293,-35.383,thin 
45811,-0.06,-2.37,-0.24,-0.19,0.2,0.2,0.17,0.17,0.17,0.03,0.02,-0.08,0.09,-0.1,0.03,0.02,0.1,-51.822,43.298,-11.368,thin 
45812,-0.02,,,,-0.06,0.07,0.03,0.03,-0.05,0.04,-0.08,-0.14,,-0.23,,-0.03,,-93.036,77.728,208.137,thin 
111349,0.04,,0.07,-0.07,0.08,0.06,0.06,0.04,0.04,0.1,0.07,0.09,0.06,-0.03,0.09,0.06,0.08,25.39,-10.064,-19.442,thin 
111362,0.17,-1.75,-0.08,-0.04,0.53,0.3,0.3,0.37,0.3,0.19,0.21,0.21,0.31,0.21,0.26,0.24,0.25,53.31,-21.086,87.026,thin 
13061,0.09,-2.88,-0.04,0.09,0.12,0.21,0.3,0.21,0.07,0.1,0.09,0.09,0.16,0.09,0.26,0.13,0.06,33.616,30.244,25.321,thin 
78609,0.22,,-0.18,,0.1,0.18,0.19,0.19,0.17,,0.24,0.22,0.25,,0.25,0.26,,-22.998,-41.044,-29.584,thin 
13081,0.06,,0.0,-0.02,0.11,0.11,0.03,0.04,0.13,0.06,0.1,0.08,0.1,-0.08,0.1,0.02,0.06,15.109,13.623,10.396,thin 
78620,-0.62,,,-0.15,-0.5,-0.12,,-0.38,-0.47,,-0.29,-0.62,-0.75,-0.67,,-0.62,,-55.171,-98.518,-12.771,thin 
45856,-0.36,-3.25,-0.54,-0.35,-0.24,-0.15,-0.16,-0.2,-0.22,-0.3,-0.26,-0.33,-0.35,-0.5,-0.28,-0.37,-0.45,-24.446,20.341,-60.843,thin 
45859,-0.17,,-0.19,-0.25,-0.39,-0.17,-0.27,-0.17,-0.11,,-0.14,-0.13,-0.17,-0.38,,-0.21,-0.07,-13.998,11.637,22.726,thin 
