HIP_num,Exo,Multi,discoverymethod,MaxPMass,StarMass
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.79
,1,1,Transit,,0.79
,1,2,Transit,,1.02
,1,2,Transit,,1.02
,1,2,Transit,,1.09
,1,2,Transit,,1.05
,1,2,Transit,,1.08
,1,2,Transit,,1.09
,1,2,Transit,,1.02
,1,2,Transit,,1.09
,1,2,Transit,,1.09
,1,2,Transit,,1.02
,1,2,Transit,,1.02
,1,2,Transit,,1.02
,1,2,Transit,,1.05
,1,5,Transit,,
,1,5,Transit,,0.54
,1,5,Transit,,0.55
,1,5,Transit,,0.48
,1,5,Transit,,0.54
,1,5,Transit,,0.48
,1,5,Transit,,0.45
,1,5,Transit,,0.51
,1,5,Transit,,0.55
,1,5,Transit,,
,1,5,Transit,,0.54
,1,5,Transit,,0.48
,1,5,Transit,,0.54
,1,5,Transit,,0.48
,1,5,Transit,,0.51
,1,5,Transit,,0.48
,1,5,Transit,,0.54
,1,5,Transit,,0.51
,1,5,Transit,,
,1,5,Transit,,0.48
,1,5,Transit,,0.55
,1,5,Transit,,0.48
,1,5,Transit,,0.54
,1,5,Transit,,0.55
,1,5,Transit,,0.54
,1,5,Transit,,0.51
,1,5,Transit,,
,1,5,Transit,,0.48
,1,5,Transit,,0.48
,1,5,Transit,,0.54
,1,5,Transit,,0.48
,1,5,Transit,,0.45
,1,5,Transit,,0.48
,1,5,Transit,,0.48
,1,5,Transit,,0.55
,1,5,Transit,,0.51
,1,5,Transit,,0.54
,1,5,Transit,,0.45
,1,5,Transit,,0.54
,1,5,Transit,,
,1,5,Transit,,0.48
,1,5,Transit,,0.48
,1,5,Transit,,0.48
,1,5,Transit,,0.51
,1,5,Transit,,
,1,5,Transit,,0.54
,1,5,Transit,,0.54
,1,5,Transit,,0.55
,1,5,Transit,,0.55
,1,5,Transit,,0.51
,1,5,Transit,,0.54
,1,5,Transit,,0.54
,1,5,Transit,,0.54
,1,5,Transit,,0.45
,1,5,Transit,,0.48
,1,5,Transit,,0.48
,1,5,Transit,,0.48
,1,5,Transit,,
,1,5,Transit,,
,1,5,Transit,,0.48
,1,5,Transit,,0.55
,1,5,Transit,,0.51
,1,5,Transit,,0.54
,1,5,Transit,,0.51
,1,5,Transit,,0.48
,1,5,Transit,,0.48
,1,5,Transit,,0.54
,1,5,Transit,,0.48
,1,5,Transit,,
,1,5,Transit,,0.48
,1,5,Transit,,0.45
,1,5,Transit,,0.54
,1,5,Transit,,0.54
,1,5,Transit,,0.54
,1,5,Transit,,0.54
,1,1,Transit,,0.97
,1,1,Transit,,0.97
,1,1,Transit,,0.93
,1,1,Transit,,0.96
,1,1,Transit,,0.87
,1,1,Transit,,0.87
,1,1,Transit,,0.97
,1,1,Transit,,1.04
,1,1,Transit,,1.06
,1,1,Transit,,1.16
,1,1,Transit,,1.16
,1,1,Transit,,1.16
,1,1,Transit,,1.04
,1,1,Transit,,1.16
,1,1,Transit,,1.16
,1,1,Transit,,0.94
,1,1,Transit,,0.9
,1,1,Transit,,0.9
,1,1,Transit,,0.94
,1,1,Transit,,0.9
,1,1,Transit,,0.9
,1,1,Transit,,0.94
,1,1,Transit,,0.9
,1,1,Transit,,1.1
,1,1,Transit,,1.06
,1,1,Transit,,0.95
,1,1,Transit,,0.95
,1,1,Transit,,1.05
,1,1,Transit,,1.05
,1,1,Transit,,0.95
,1,1,Transit,,1.1
,1,1,Transit,,1.03
,1,1,Transit,,1.18
,1,1,Transit,,1.03
,1,1,Transit,,1.03
,1,1,Transit,,1.18
,1,1,Transit,,1.18
,1,1,Transit,,0.99
,1,1,Transit,,0.87
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,1,Transit,,0.82
,1,1,Transit,,1.04
,1,1,Transit,,1.03
,1,1,Transit,,1.12
,1,1,Transit,,1.03
,1,1,Transit,,1.04
,1,1,Transit,,1.12
,1,1,Transit,,1.12
,1,1,Transit,,0.91
,1,1,Transit,,0.99
,1,1,Transit,,0.89
,1,1,Transit,,0.89
,1,1,Transit,,0.95
,1,1,Transit,,0.91
,1,1,Transit,,0.89
,1,1,Transit,,0.68
,1,1,Transit,,0.72
,1,1,Transit,,0.67
,1,1,Transit,,0.68
,1,1,Transit,,0.72
,1,1,Transit,,0.74
,1,1,Transit,,0.74
,1,1,Transit,,0.68
,1,2,Transit,,1.03
,1,2,Transit,,0.99
,1,2,Transit,,1.03
,1,2,Transit,,1.12
,1,2,Transit,,1.24
,1,2,Transit,,0.99
,1,2,Transit,,1.24
,1,2,Transit,,1.24
,1,2,Transit,,0.99
,1,2,Transit,,1.24
,1,2,Transit,,1.24
,1,2,Transit,,1.03
,1,2,Transit,,1.03
,1,2,Transit,,1.24
,1,2,Transit,,0.99
,1,2,Transit,,1.12
,1,2,Transit,,0.9
,1,2,Transit,,0.9
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,1.12
,1,2,Transit,,0.9
,1,2,Transit,,1.12
,1,2,Transit,,1
,1,2,Transit,,1.11
,1,2,Transit,,1.06
,1,2,Transit,,
,1,2,Transit,,0.9
,1,2,Transit,,1.06
,1,2,Transit,,1.12
,1,2,Transit,,0.9
,1,2,Transit,,1.12
,1,2,Transit,,1.12
,1,2,Transit,,
,1,2,Transit,,1.11
,1,2,Transit,,1
,1,2,Transit,,0.9
,1,1,Transit,,0.81
,1,1,Transit,,0.95
,1,1,Transit,,0.95
,1,1,Transit,,0.93
,1,1,Transit,,0.86
,1,1,Transit,,0.81
,1,1,Transit,,0.81
,1,1,Transit,,0.93
,1,1,Transit,,1.02
,1,1,Transit,,1.02
,1,1,Transit,,1.02
,1,1,Transit,,1.02
,1,1,Transit,,0.91
,1,1,Transit,,0.92
,1,1,Transit,,1.02
,1,1,Transit,,0.91
,1,1,Transit,,0.91
,1,1,Transit,,0.94
,1,1,Transit,,0.91
,1,1,Transit,,0.91
,1,1,Transit,,0.8
,1,1,Transit,,0.91
,1,1,Transit,,0.78
,1,1,Transit,,0.9
,1,1,Transit,,0.9
,1,1,Transit,,0.9
,1,1,Transit,,0.9
,1,1,Transit,,0.9
,1,1,Transit,,0.83
,1,1,Transit,,0.76
,1,1,Transit,,
,1,1,Transit,,0.76
,1,1,Transit,,
,1,1,Transit,,0.65
,1,1,Transit,,0.67
,1,1,Transit,,0.67
,1,1,Transit,,0.67
,1,1,Transit,,0.95
,1,1,Transit,,1.15
,1,1,Transit,,0.95
,1,1,Transit,,0.95
,1,1,Transit,,0.95
,1,1,Transit,,1.15
,1,1,Transit,,0.95
,1,1,Transit,,1.1
,1,1,Transit,,1.08
,1,1,Transit,,1.27
,1,1,Transit,,1.08
,1,1,Transit,,1.07
,1,1,Transit,0.00755,1.19
,1,1,Transit,,1.23
,1,1,Transit,,1.27
,1,1,Transit,,1.27
,1,1,Transit,,0.93
,1,1,Transit,,0.9
,1,1,Transit,,1.02
,1,1,Transit,,0.9
,1,1,Transit,,1.02
,1,1,Transit,,0.95
,1,1,Transit,,0.9
,1,1,Transit,,0.95
,1,1,Transit,,1.02
,1,1,Transit,,0.96
,1,1,Transit,,0.95
,1,1,Transit,,1.03
,1,1,Transit,,0.95
,1,1,Transit,,0.96
,1,1,Transit,,1.01
,1,1,Transit,,1.02
,1,1,Transit,,1.01
,1,1,Transit,,1.06
,1,1,Transit,,1.01
,1,1,Transit,,1.02
,1,1,Transit,,1.1
,1,1,Transit,,1.06
,1,2,Transit,,0.99
,1,2,Transit,,0.99
,1,2,Transit,,1.01
,1,2,Transit,,0.96
,1,2,Transit,,
,1,2,Transit,,0.98
,1,2,Transit,,1.02
,1,2,Transit,,
,1,2,Transit,,1.02
,1,2,Transit,,0.99
,1,2,Transit,,0.96
,1,2,Transit,,1.02
,1,2,Transit,,0.99
,1,2,Transit,,0.99
,1,2,Transit,,
,1,2,Transit,,0.99
,1,2,Transit,,1.01
,1,2,Transit,,
,1,2,Transit,,1.02
,1,2,Transit,,0.98
,1,2,Transit,,1.02
,1,1,Transit,,0.7
,1,1,Transit,,0.52
,1,1,Transit,,0.52
,1,1,Transit,,0.64
,1,1,Transit,,0.52
,1,1,Transit,,0.52
,1,1,Transit,,0.52
,1,1,Transit,,0.91
,1,1,Transit,,0.91
,1,1,Transit,,0.86
,1,1,Transit,,0.87
,1,1,Transit,,0.81
,1,1,Transit,,0.91
,1,1,Transit,,0.81
,1,1,Transit,,1.06
,1,1,Transit,,1.07
,1,1,Transit,,1.34
,1,1,Transit,,1.34
,1,1,Transit,,0.98
,1,1,Transit,,1.07
,1,1,Transit,,1.34
,1,1,Transit,,0.98
,1,1,Transit,,1.01
,1,1,Transit,,1.09
,1,1,Transit,,1.01
,1,1,Transit,,1.09
,1,1,Transit,,1.09
,1,1,Transit,,1.09
,1,1,Transit,,1.09
,1,1,Transit,,1.05
,1,1,Transit,,0.99
,1,1,Transit,,1.03
,1,1,Transit,,0.99
,1,1,Transit,,1.12
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,0.98
,1,1,Transit,,0.98
,1,1,Transit,,0.9
,1,1,Transit,,0.98
,1,1,Transit,,0.91
,1,1,Transit,,0.98
,1,1,Transit,,0.98
,1,1,Transit,,0.92
,1,1,Transit,,0.93
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,0.92
,1,1,Transit,,0.97
,1,1,Transit,,0.92
,1,1,Transit,,0.93
,1,1,Transit,,0.96
,1,1,Transit,,0.94
,1,1,Transit,,0.94
,1,1,Transit,,0.96
,1,1,Transit,,0.95
,1,1,Transit,,0.94
,1,1,Transit,,0.95
,1,1,Transit,,0.96
,1,1,Transit,,1.07
,1,1,Transit,,1.07
,1,1,Transit,,0.96
,1,1,Transit,,0.9
,1,1,Transit,,1.07
,1,1,Transit,,0.9
,1,1,Transit,,0.95
,1,1,Transit,,1.12
,1,1,Transit,,1
,1,1,Transit,,0.86
,1,1,Transit,,1.12
,1,1,Transit,,0.85
,1,1,Transit,,0.86
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,2,Transit,,0.85
,1,2,Transit,,0.82
,1,2,Transit,,0.84
,1,2,Transit,,0.79
,1,2,Transit,,0.83
,1,2,Transit,,0.84
,1,2,Transit,,0.84
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.85
,1,2,Transit,,0.84
,1,2,Transit,,0.85
,1,2,Transit,,0.79
,1,2,Transit,,0.82
,1,2,Transit,,0.84
,1,2,Transit,,0.84
,1,2,Transit,,
,1,2,Transit,,0.84
,1,2,Transit,,0.85
,1,2,Transit,,0.85
,1,2,Transit,,
,1,2,Transit,0.071,0.84
,1,2,Transit,,0.83
,1,1,Transit,,1.16
,1,1,Transit,,1.02
,1,1,Transit,,1.16
,1,1,Transit,,1.16
,1,1,Transit,,1.1
,1,1,Transit,,1.19
,1,1,Transit,,1.02
,1,1,Transit,,0.88
,1,1,Transit,,0.87
,1,1,Transit,,0.88
,1,1,Transit,,0.96
,1,1,Transit,,0.88
,1,1,Transit,,0.88
,1,1,Transit,,0.87
,1,1,Transit,,0.87
,1,1,Transit,,0.85
,1,1,Transit,,0.93
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,1,Transit,,0.93
,1,1,Transit,,0.93
,1,1,Transit,,1.02
,1,1,Transit,,0.97
,1,1,Transit,,0.97
,1,1,Transit,,0.86
,1,1,Transit,,0.93
,1,2,Transit,,1
,1,2,Transit,,0.96
,1,2,Transit,,0.96
,1,2,Transit,,1
,1,2,Transit,,1
,1,2,Transit,,1
,1,2,Transit,,1
,1,2,Transit,,1
,1,2,Transit,,1
,1,2,Transit,,1
,1,2,Transit,,1
,1,2,Transit,,0.96
,1,2,Transit,,0.96
,1,2,Transit,,1
,1,1,Transit,,0.85
,1,1,Transit,,0.86
,1,1,Transit,,0.77
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,1,Transit,,0.8
,1,1,Transit,,0.86
,1,1,Transit,,1.07
,1,1,Transit,,1.07
,1,1,Transit,,1.08
,1,1,Transit,,1.07
,1,1,Transit,,1.07
,1,1,Transit,,1.05
,1,1,Transit,,1.08
,1,1,Transit,,1.07
,1,1,Transit,,0.82
,1,1,Transit,,0.86
,1,1,Transit,,0.78
,1,1,Transit,,0.86
,1,1,Transit,,0.86
,1,1,Transit,,0.82
,1,1,Transit,,0.86
,1,1,Transit,,0.86
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.98
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.78
,1,1,Transit,,0.68
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,3,Transit,,0.89
,1,3,Transit,,0.97
,1,3,Transit,0.064,0.94
,1,3,Transit,,
,1,3,Transit,,0.92
,1,3,Transit,,
,1,3,Transit,0.02328,0.9
,1,3,Transit,0.01919,0.94
,1,3,Transit,,0.91
,1,3,Transit,,0.91
,1,3,Transit,,0.89
,1,3,Transit,,0.97
,1,3,Transit,0.02643,0.94
,1,3,Transit,,0.89
,1,3,Transit Timing Variations,6,0.94
,1,3,Transit Timing Variations,0.05217,0.9
,1,3,Transit Timing Variations,0.04122,0.94
,1,3,Radial Velocity,0.07079,0.94
,1,2,Transit,,
,1,2,Transit,,0.87
,1,2,Transit,,0.8
,1,2,Transit,,0.85
,1,2,Transit,,
,1,2,Transit,,0.85
,1,2,Transit,,0.85
,1,2,Transit,,0.87
,1,2,Transit,,0.86
,1,2,Transit,,0.87
,1,2,Transit,,0.82
,1,2,Transit,,0.87
,1,2,Transit,,0.8
,1,2,Transit,,
,1,2,Transit,,0.82
,1,2,Transit,,0.87
,1,2,Transit,,0.85
,1,2,Transit,,0.85
,1,2,Transit,,0.87
,1,2,Transit,,0.85
,1,2,Transit,,
,1,2,Transit,,0.86
,1,1,Transit,,1.1
,1,1,Transit,,1.1
,1,1,Transit,,1.1
,1,1,Transit,,1.1
,1,1,Transit,,1.1
,1,1,Transit,,1.06
,1,1,Transit,,1.08
,1,1,Transit,,1.06
,1,1,Transit,,1.06
,1,1,Transit,,1.03
,1,1,Transit,,1.02
,1,1,Transit,,1.01
,1,1,Transit,,1.02
,1,1,Transit,,1.06
,1,1,Transit,,0.53
,1,1,Transit,,0.52
,1,1,Transit,,0.53
,1,1,Transit,,0.6
,1,1,Transit,,0.53
,1,1,Transit,,0.52
,1,1,Transit,,0.56
,1,1,Transit,,1.13
,1,1,Transit,,1.05
,1,1,Transit,,1.06
,1,1,Transit,,1.06
,1,1,Transit,,1.16
,1,1,Transit,,1.06
,1,1,Transit,,1.05
,1,1,Transit,,0.53
,1,1,Transit,,0.51
,1,1,Transit,,0.53
,1,1,Transit,,0.53
,1,1,Transit,,0.56
,1,1,Transit,,0.53
,1,1,Transit,,0.53
,1,1,Transit,,0.99
,1,1,Transit,,1.02
,1,1,Transit,,1
,1,1,Transit,,1
,1,1,Transit,,1.04
,1,1,Transit,,1.04
,1,1,Transit,,1
,1,1,Transit,,1.02
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,2,Transit,,0.83
,1,2,Transit,,0.75
,1,2,Transit,,0.75
,1,2,Transit,,0.75
,1,2,Transit,,0.75
,1,2,Transit,,0.75
,1,2,Transit,,0.76
,1,2,Transit,,0.75
,1,2,Transit,,0.76
,1,2,Transit,,0.75
,1,2,Transit,,0.83
,1,2,Transit,,0.75
,1,2,Transit,,0.75
,1,2,Transit,,0.75
,1,1,Transit,,0.82
,1,1,Transit,,0.66
,1,1,Transit,,0.66
,1,1,Transit,,0.66
,1,1,Transit,,0.73
,1,1,Transit,,0.66
,1,1,Transit,,0.66
,1,3,Transit,,0.88
,1,3,Transit,,0.87
,1,3,Transit,,0.88
,1,3,Transit,,0.87
,1,3,Transit,,0.83
,1,3,Transit,,
,1,3,Transit,,0.88
,1,3,Transit,,0.84
,1,3,Transit,,0.87
,1,3,Transit,,0.81
,1,3,Transit,,0.88
,1,3,Transit,,0.83
,1,3,Transit,,0.81
,1,3,Transit,,
,1,3,Transit,,0.88
,1,3,Transit,,0.87
,1,3,Transit,,0.88
,1,3,Transit,,0.87
,1,3,Transit,,0.84
,1,3,Transit,,0.87
,1,3,Transit,,0.88
,1,3,Transit,,0.88
,1,3,Transit,,0.87
,1,3,Transit,,0.87
,1,3,Transit,,0.88
,1,3,Transit,,0.84
,1,3,Transit,,0.81
,1,3,Transit,,0.87
,1,3,Transit,,0.83
,1,1,Transit,,0.64
,1,1,Transit,,
,1,1,Transit,,0.64
,1,1,Transit,,0.64
,1,1,Transit,,0.57
,1,1,Transit,,0.64
,1,1,Transit,,0.64
,1,1,Transit,,0.95
,1,1,Transit,,1.01
,1,1,Transit,,1.11
,1,1,Transit,,1.11
,1,1,Transit,,0.95
,1,1,Transit,,1.11
,1,1,Transit,,1.09
,1,1,Transit,,1
,1,1,Transit,,1
,1,1,Transit,,0.98
,1,1,Transit,,1.09
,1,1,Transit,,1.09
,1,1,Transit,,0.98
,1,1,Transit,,1.11
,1,1,Transit,,1.11
,1,1,Transit,,1.11
,1,1,Transit,,1.17
,1,1,Transit,,1.17
,1,1,Transit,,1.11
,1,1,Transit,,1.01
,1,1,Transit,,1.01
,1,1,Transit,,1.05
,1,1,Transit,,1.05
,1,1,Transit,,1.05
,1,1,Transit,,1.05
,1,1,Transit,,1.05
,1,1,Transit,,1.03
,1,1,Transit,,1.03
,1,1,Transit,,1.03
,1,1,Transit,,1.03
,1,1,Transit,,1.03
,1,1,Transit,,1.03
,1,1,Transit,,1.2
,1,1,Transit,,1.06
,1,1,Transit,,1.2
,1,1,Transit,,1.06
,1,1,Transit,,1.18
,1,1,Transit,,1.18
,1,1,Transit,,1.2
,1,1,Transit,,0.88
,1,1,Transit,,0.88
,1,1,Transit,,0.86
,1,1,Transit,,0.86
,1,1,Transit,,0.89
,1,1,Transit,,0.86
,1,1,Transit,,0.93
,1,1,Transit,,0.97
,1,1,Transit,,0.97
,1,1,Transit,,0.97
,1,1,Transit,,0.93
,1,1,Transit,,0.97
,1,1,Transit,,0.97
,1,1,Transit,,0.9
,1,1,Transit,,0.87
,1,1,Transit,,0.87
,1,1,Transit,,0.87
,1,1,Transit,,0.87
,1,1,Transit,,0.9
,1,1,Transit,,0.87
,1,3,Transit,,0.89
,1,3,Transit,,0.94
,1,3,Transit,,0.96
,1,3,Transit,,
,1,3,Transit,,0.95
,1,3,Transit,,
,1,3,Transit,,0.96
,1,3,Transit,,0.91
,1,3,Transit,,0.89
,1,3,Transit,,0.96
,1,3,Transit,,0.89
,1,3,Transit,,
,1,3,Transit,,0.89
,1,3,Transit,,0.96
,1,3,Transit,,0.89
,1,3,Transit,,0.94
,1,3,Transit,,0.95
,1,3,Transit,,0.96
,1,3,Transit,,
,1,3,Transit,,0.91
,1,3,Transit,,0.89
,1,3,Transit,,0.96
,1,3,Transit,,0.96
,1,3,Transit,,0.96
,1,3,Transit,,0.89
,1,3,Transit,,0.94
,1,3,Transit,,
,1,3,Transit,,0.89
,1,3,Transit,,0.95
,1,3,Transit,,0.89
,1,3,Transit,,0.91
,1,1,Transit,,1.24
,1,1,Transit,,1.25
,1,1,Transit,,1.25
,1,1,Transit,,1.25
,1,1,Transit,,1.06
,1,1,Transit,,1.24
,1,1,Transit,,1.06
,1,2,Transit,,1.25
,1,2,Transit,,1.25
,1,2,Transit,,1.17
,1,2,Transit,,1.25
,1,2,Transit,,1.25
,1,2,Transit,,1.17
,1,2,Transit,,1.25
,1,2,Transit,,1.17
,1,2,Transit,,1.25
,1,2,Transit,,1.25
,1,2,Transit,,1.25
,1,2,Transit,,1.25
,1,2,Transit,,1.25
,1,1,Transit,,0.95
,1,1,Transit,,0.95
,1,1,Transit,,0.95
,1,1,Transit,,0.95
,1,1,Transit,,0.95
,1,1,Transit,,1
,1,1,Transit,,
,1,1,Transit,,1.11
,1,1,Transit,,1.11
,1,1,Transit,,0.83
,1,1,Transit,,0.83
,1,1,Transit,,0.83
,1,1,Transit,,
,1,1,Transit,,0.89
,1,1,Transit,,1.01
,1,1,Transit,,0.89
,1,1,Transit,,1.02
,1,1,Transit,,1.02
,1,1,Transit,,0.89
,1,1,Transit,,1.02
,1,1,Transit,,1.06
,1,1,Transit,,1.02
,1,1,Transit,,1.06
,1,1,Transit,,1.02
,1,1,Transit,,1.02
,1,1,Transit,,1.02
,1,1,Transit,,0.77
,1,1,Transit,,0.77
,1,1,Transit,,0.77
,1,1,Transit,,0.77
,1,1,Transit,,0.83
,1,1,Transit,,0.77
,1,1,Transit,,0.83
,1,1,Transit,,0.99
,1,1,Transit,,1.11
,1,1,Transit,,1.11
,1,1,Transit,,1.41
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,,1.41
,1,1,Transit,,0.99
,1,1,Transit,,0.89
,1,1,Transit,,0.99
,1,1,Transit,,0.89
,1,1,Transit,,0.97
,1,1,Transit,,0.89
,1,1,Transit,,0.97
,1,1,Transit,,1.01
,1,1,Transit,,1.68
,1,1,Transit,,1.01
,1,1,Transit,,1.01
,1,1,Transit,,1.01
,1,1,Transit,,1.68
,1,1,Transit,,1.01
,1,1,Transit,,1.68
,1,2,Transit,,1.14
,1,2,Transit,,1.21
,1,2,Transit,,1.21
,1,2,Transit,,1.12
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,1.12
,1,2,Transit,,1.12
,1,2,Transit,,1.21
,1,2,Transit,,1.09
,1,2,Transit,,1.14
,1,2,Transit,,1.14
,1,2,Transit,,
,1,2,Transit,,1.21
,1,2,Transit,,1.12
,1,2,Transit,,1.21
,1,2,Transit,,1.12
,1,2,Transit,,
,1,2,Transit,,1.09
,1,2,Transit,,1.14
,1,2,Transit,,1.21
,1,2,Transit,,1.12
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.82
,1,1,Transit,,1.12
,1,1,Transit,,1.17
,1,1,Transit,,1.12
,1,1,Transit,,1.12
,1,1,Transit,,1.19
,1,1,Transit,,1.17
,1,1,Transit,,1.19
,1,1,Transit,,0.86
,1,1,Transit,,0.98
,1,1,Transit,,0.91
,1,1,Transit,,0.91
,1,1,Transit,,0.98
,1,1,Transit,,0.98
,1,1,Transit,,0.94
,1,1,Transit,,0.94
,1,1,Transit,,1.03
,1,1,Transit,,0.96
,1,1,Transit,,0.96
,1,1,Transit,,0.94
,1,1,Transit,,1.03
,1,1,Transit,,0.97
,1,1,Transit,,1.06
,1,1,Transit,,1.06
,1,1,Transit,,1.06
,1,1,Transit,,0.97
,1,1,Transit,,1.06
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.84
,1,1,Transit,,0.99
,1,1,Transit,,0.84
,1,1,Transit,,1.42
,1,1,Transit,,1.42
,1,1,Transit,,1.28
,1,1,Transit,,1.28
,1,1,Transit,,1.42
,1,1,Transit,,1.42
,1,1,Transit,,1.42
,1,1,Transit,,1.19
,1,1,Transit,,1.18
,1,1,Transit,,1.18
,1,1,Transit,,1.18
,1,1,Transit,,1.19
,1,1,Transit,,1.18
,1,1,Transit,,1.18
,1,1,Transit,,0.65
,1,1,Transit,,0.65
,1,1,Transit,,0.65
,1,1,Transit,,0.65
,1,1,Transit,,0.72
,1,1,Transit,,0.72
,1,1,Transit,,0.65
,1,1,Transit,,0.65
,1,1,Transit,,0.64
,1,1,Transit,,0.64
,1,1,Transit,,0.71
,1,1,Transit,,0.64
,1,1,Transit,,0.65
,1,3,Transit,,0.96
,1,3,Transit,,0.96
,1,3,Transit,,0.96
,1,3,Transit,,1.05
,1,3,Transit,,1.02
,1,3,Transit,,
,1,3,Transit,,
,1,3,Transit,,0.99
,1,3,Transit,,1.02
,1,3,Transit,,1.09
,1,3,Transit,,1.05
,1,3,Transit,,1.09
,1,3,Transit,,
,1,3,Transit,,1.02
,1,3,Transit,,0.96
,1,3,Transit,,0.96
,1,3,Transit,,0.96
,1,3,Transit,,0.99
,1,3,Transit,,
,1,3,Transit,,1.02
,1,3,Transit,,1.02
,1,3,Transit,,0.96
,1,3,Transit,,1.05
,1,3,Transit,,0.99
,1,3,Transit,,1.02
,1,3,Transit,,1.09
,1,3,Transit,,
,1,3,Transit,,0.96
,1,3,Transit,,1.02
,1,3,Transit,,0.96
,1,3,Transit,,
,1,3,Transit,,1.02
,1,1,Transit,,0.78
,1,1,Transit,,0.78
,1,1,Transit,,0.8
,1,1,Transit,,0.9
,1,1,Transit,,0.78
,1,1,Transit,,0.8
,1,1,Transit,,1.18
,1,1,Transit,,1.23
,1,1,Transit,,1.24
,1,1,Transit,,1.24
,1,1,Transit,,1.18
,1,1,Transit,,1.23
,1,1,Transit,,1.24
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,1,Transit,,1
,1,1,Transit,,0.85
,1,1,Transit,,0.85
,1,1,Transit,,1.05
,1,1,Transit,,1.05
,1,1,Transit,,1.02
,1,1,Transit,,1.05
,1,1,Transit,,1.05
,1,1,Transit,,1.05
,1,1,Transit,,1.07
,1,1,Transit,,1.06
,1,1,Transit,,1.07
,1,1,Transit,,0.93
,1,1,Transit,,1.06
,1,1,Transit,,1.07
,1,1,Transit,,0.77
,1,1,Transit,,0.77
,1,1,Transit,,
,1,1,Transit,,0.77
,1,1,Transit,,0.77
,1,1,Transit,,0.77
,1,1,Transit,,0.9
,1,1,Transit,,0.89
,1,1,Transit,,0.89
,1,1,Transit,,0.89
,1,1,Transit,,0.89
,1,1,Transit,,0.89
,1,1,Transit,,0.98
,1,1,Transit,,1.1
,1,1,Transit,,0.98
,1,1,Transit,,0.98
,1,1,Transit,,0.98
,1,1,Transit,,0.98
,1,1,Transit,,0.58
,1,1,Transit,,0.61
,1,1,Transit,,0.53
,1,1,Transit,,0.53
,1,1,Transit,,0.58
,1,1,Transit,,0.53
,1,1,Transit,,1.19
,1,1,Transit,,1.01
,1,1,Transit,,1.19
,1,1,Transit,,1.01
,1,1,Transit,,1.08
,1,1,Transit,,1.01
,1,2,Transit,,0.88
,1,2,Transit,,0.88
,1,2,Transit,,0.84
,1,2,Transit,,0.83
,1,2,Transit,,0.89
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.88
,1,2,Transit,,0.89
,1,2,Transit,,0.88
,1,2,Transit,,0.88
,1,2,Transit,,0.84
,1,2,Transit,,0.89
,1,2,Transit,,0.89
,1,2,Transit,,0.88
,1,2,Transit,,0.88
,1,2,Transit,,0.89
,1,2,Transit,,0.88
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,,0.83
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.97
,1,1,Transit,,0.94
,1,1,Transit,,0.92
,1,1,Transit,,0.78
,1,1,Transit,,0.92
,1,1,Transit,,0.78
,1,1,Transit,,0.78
,1,1,Transit,,0.92
,1,1,Transit,,0.92
,1,1,Transit,,0.92
,1,1,Transit,,0.92
,1,1,Transit,,
,1,1,Transit,,0.92
,1,1,Transit,,
,1,1,Transit,,0.79
,1,1,Transit,,0.76
,1,1,Transit,,0.76
,1,1,Transit,,0.73
,1,1,Transit,,0.76
,1,1,Transit,,0.79
,1,1,Transit,,0.94
